ASIN,Product Name,Product Price,Promo Price,Price Match,Product URL,Seller Type,Condition Type
B0BTJYYTGM,GIGABYTE GP-UD1000GM PG5 Rev2.0 - PCIe5.0 Ready - ATX3.0 - 1000W 80 Plus Gold Certified - Fully Modular Power Supply,129.99,129.99,Match,https://www.amazon.com/dp/B0BTJYYTGM,Amazon,New
B0CKM1JX4S,GIGABYTE GP-UD850GM PG5W - PCIe5.0 Ready - ATX3.0-850W 80 Plus Gold Certified - Fully Modular Power Supply - Japanese Capacitors,124.99,124.99,Match,https://www.amazon.com/dp/B0CKM1JX4S,Amazon,New
B0BTK4H5VS,GIGABYTE GP-UD850GM PG5 Rev2.0 - PCIe5.0 Ready - ATX3.0 - 850W 80 Plus Gold Certified - Fully Modular Power Supply,109.99,109.99,Match,https://www.amazon.com/dp/B0BTK4H5VS,Amazon,New
B09RK7GFQL,GIGABYTE GP-UD850GM 850W 80 Plus Gold Certified Fully Modular Power Supply,99.99,99.99,Match,https://www.amazon.com/dp/B09RK7GFQL,Amazon,New
B0DPNHR9H3,GIGABYTE 750W PSU - 80 Plus Gold Certified - Fully Modular Power Supply (GP-UD750GM-A),79.99,79.99,Match,https://www.amazon.com/dp/B0DPNHR9H3,Amazon,New
B09VK3TVK2,GIGABYTE GP-UD750GM 750W 80 Plus Gold Certified Fully Modular Power Supply,,79.99,Price not available,https://www.amazon.com/dp/B09VK3TVK2,3rd Party,Used
