ASIN,Product Name,Product Price,Promo Price,Price Match,Product URL,Seller Type,Condition Type
B0BZFVFTWC,GIGABYTE GP-UD1300GM PG5 - PCIe5.0 Ready - ATX3.0 - 1300W 80 Plus Gold Certified - Fully Modular Power Supply,209.99,214.99,Mismatch,https://www.amazon.com/dp/B0BZFVFTWC,Amazon,New
B0BTJYYTGM,GIGABYTE GP-UD1000GM PG5 Rev2.0 - PCIe5.0 Ready - ATX3.0 - 1000W 80 Plus Gold Certified - Fully Modular Power Supply,119.99,119.99,Match,https://www.amazon.com/dp/B0BTJYYTGM,Amazon,New
B09VKF3CFC,GIGABYTE GP-UD1000GM 1000W 80 Plus Gold Certified Fully Modular Power Supply,127.38,129.99,Mismatch,https://www.amazon.com/dp/B09VKF3CFC,Amazon,New
B0BTK4H5VS,GIGABYTE GP-UD850GM PG5 Rev2.0 - PCIe5.0 Ready - ATX3.0 - 850W 80 Plus Gold Certified - Fully Modular Power Supply,100.64,109.99,Mismatch,https://www.amazon.com/dp/B0BTK4H5VS,Amazon,New
B09RK7GFQL,GIGABYTE GP-UD850GM 850W 80 Plus Gold Certified Fully Modular Power Supply,89.99,99.99,Mismatch,https://www.amazon.com/dp/B09RK7GFQL,3rd Party,New
B0CSTCZMQ5,GIGABYTE P650G 650W 80 Plus Gold Certified Power Supply (GP-P650G),59.99,59.99,Match,https://www.amazon.com/dp/B0CSTCZMQ5,Amazon,New
B0CKM1JX4S,GIGABYTE GP-UD850GM PG5W - PCIe5.0 Ready - ATX3.0-850W 80 Plus Gold Certified - Fully Modular Power Supply - Japanese Capacitors,129.99,129.99,Match,https://www.amazon.com/dp/B0CKM1JX4S,Amazon,New
